Nom,Description,Photo
Nathan Clémenceau,,https://m.media-amazon.com/images/S/amzn-author-media-prod/qdj5av5nt8i874a9nbic8tokmh._SY600_.jpg
Nathan Clémenceau,,https://m.media-amazon.com/images/S/amzn-author-media-prod/qdj5av5nt8i874a9nbic8tokmh._SY600_.jpg
Musashi Miyamoto,"Au XVIe siècle, Miyamoto Musashi, samouraï invaincu par une vie de combats, maître ès armes et esprit de nombreux disciples, se retire dans une grotte quelques mois avant sa mort et rédige ce classique de la littérature universelle :
Traité des Cinq Roues.
Ce guerrier nous donne en un texte lumineux l&#39essence des arts martiaux et le secret d&#39une stratégie victorieuse qui transcende la violence et devient art de vivre et d&#39agir. Attitude qui explique aujourd&#39hui les raisons des succès japonais dans tous les domaines.
Une leçon à méditer et à pratiquer: car l&#39esprit de l&#39art de l&#39épée peut s&#39appliquer à tous les gestes de la vie quotidienne.",https://m.media-amazon.com/images/S/amzn-author-media-prod/jgif85l4vk9r4msi2q97mhl2vi._SY600_.jpg
Pierre David,"Vous n&#39arrivez pas à atteindre vos objectifs ? Vous avez l&#39impression de stagner ?
Vous êtes au top techniquement, tactiquement et physiquement mais vous perdez vos moyens en milieu compétitif ?
Ce livre est pour vous.
Il propose une méthode inédite, la Dépolarisation®, pour :
vous construire une identité de champion et éliminer la peur de l&#39échec ;
vaincre les freins émotionnels et libérer votre plein potentiel ;
renforcer votre confiance en vous pour devenir inarrêtable et réaliser vos rêves.
Une méthode pas à pas pour dépasser vos blocages et atteindre votre objectif ultime, déjà approuvée par plus de 500 sportifs, étudiants, artistes et entrepreneurs.
Préface de Victor Sebastiao",https://m.media-amazon.com/images/S/amzn-author-media-prod/lfpavbrlsvflcdk8j46l5rjime._SY600_.jpg
Tim Kennedy,,https://m.media-amazon.com/images/S/amzn-author-media-prod/t118h13nn31ss2ces46aq6n5g3._SY600_.jpg
Sun Tzu,,
Nathan Clémenceau,,https://m.media-amazon.com/images/S/amzn-author-media-prod/qdj5av5nt8i874a9nbic8tokmh._SY600_.jpg
Steve Schmitt,"Steve Schmitt, 7e Darga, est l&#39un des experts les plus reconnus au monde en Krav Maga. Il a pratiqué de nombreux sports de combat (boxe, judo, kung-fu, ninjitsu, lutte, karaté...) jusqu&#39à ce qu&#39il découvre le Krav Maga en 1995 avec Richard Douieb, le pionnier du Krav Maga en Europe. Après 24 ans de pratique, il a pris la suite de Richard Douieb en 2019 à la tête de la Fédération Européenne de Krav Maga (FEKM-RD), la plus grande fédération de Krav Maga au monde, dont il est devenu aussi le plus haut gradé. Durant près de 30 ans, Steve a formé des milliers de personnes à travers le monde, civils, militaires et policiers.",https://m.media-amazon.com/images/I/01Kv-W2ysOL._SY600_.png
Clément Richard Gigout,,https://m.media-amazon.com/images/S/amzn-author-media-prod/ngqu6mpqrkc5jvpv0i1f36hkpk._SY600_.jpg
Tadashige Watanabe,,
