Nom,Prix,Description,Isbn,Photo,Editeur,Auteur,Categorie
Wolverine : L&#39intégrale 1988-1993 (T06),13.35,"Wolverine vit plusieurs aventures palpitantes. Dans une, il doit faire équipe avec Nick Fury, dans une autre, il s&#39engage dans une course contre la montre pour traquer le nouveau Scorpion, et dans un récit qu&#39il partage avec Havok, son partenaire des X-Men, il doit contrer la menace d&#39un fléau biologique ! Grand retour de la série Wolverine en INTEGRALE, avec cet album de rattrapage très spécial ! En effet, les épisodes recueillis ici n&#39étaient pas disponibles jusqu&#39à présent et nous n&#39avions donc pas pu les inclure aux précédents volumes, mais c&#39est désormais chose faite. Vous découvrirez en particulier trois épisodes qui n&#39avaient jamais été publiés en France, illustrés par Darick Robertson (The Boys).",979-1039124607,https://m.media-amazon.com/images/I/81mfuAC5JKL._SY522_.jpg,Panini; Illustrated édition (15 mai 2024),Walter Simonson,Heroïc fantasy
Invincible - Intégrale T09,9.07,"Le combat que mène Invincible contre Dinosaurus marque le coup d&#39envoi d&#39une période plus que tumultueuse dans la vie de Mark Grayson. Robert Kirkman (The Walking Dead, Fire Power), Cory Walker (Science Dog) et Ryan Ottley (Amazing Spider-Man) s&#39en donnent à coeur joie !",978-2413048664,https://m.media-amazon.com/images/I/81LY8+l0psL._SY522_.jpg,Delcourt; Illustrated édition (22 mars 2023),Ryan Ottley,Heroïc fantasy
Les Sortilèges de Zora - Tome 02: La Bibliothèque interdite,11.09,"Secrets de sorcière !
Zora est une pétillante sorcière de 12 ans qui vit, avec sa grand-mère Babouchka, sur le toit d’un immeuble parisien. Victimes de la chasse aux sorcières, elles ont trouvé refuge dans une étrange maison, invisible aux yeux des Nonsorciers, et entourée d’un immense jardin magique qui les protège de tous dangers. Pourtant, Babouchka n’en démord pas, elle souhaite que sa petite-fille intègre le monde des Nonsorciers. Et puisque Zora n’en fait qu’à sa tête, elle la prive de ses pouvoirs. Zora, tout aussi têtue que sa grand-mère a trouvé un moyen de récupérer sa magie en cachette. Situation qui lui complique décidément bien la vie. En plus de faire semblant d’être une fille comme les autres au collège, elle doit continuer à jouer la petite fille modèle à la maison. Mais Zora compte bien devenir une sorcière au grand jour. Une quête qui va l’entraîner dans une surprenante et dangereuse mission d’infiltration car certains secrets sont bien gardés… En abordant avec délicatesse et humour les questions de la différence et de la transmission,",978-2749309743,https://m.media-amazon.com/images/I/817xYOTpXhL._SY522_.jpg,Vents d&#39Ouest; Illustrated édition (8 juin 2022),Judith Peignen,Heroïc fantasy
Invincible - Intégrale T02,5.51,"Après avoir découvert que son père s&#39avère être le super-héros Omni-Man, Mark se retrouve à ramasser les morceaux de sa vie. Plus rien ne sera pareil, ni pour lui, ni sa famille, sans compter ses amis. Il va devoir lutter pour devenir un homme, pour s&#39en sortir seul et vivre sa propre vie. Personne ne lui avait dit que devenir un super-héros serait aussi difficile.",978-2413036913,https://m.media-amazon.com/images/I/81wK9XJmDiL._SY522_.jpg,Delcourt; Illustrated édition (13 janvier 2021),Robert Kirkman,Heroïc fantasy
Invincible - Intégrale T06,19.16,"La guerre mettant en scène TOUS les Invincibles, déclenchée par Angstrom Levy ! La bataille épique avec Conquest ! La dernière étape de la guerre de Viltrumite ! L&#39invasion des calmars sur Terre ! Tout cela figure dans ce 6e volume qui est probablement le plus explosif et le plus bourré d&#39action à ce jour !! Et c&#39en est presque trop difficile à gérer pour un seul super-héros !!",978-2413045533,https://m.media-amazon.com/images/I/81KP35n9FjL._SY522_.jpg,Delcourt; Illustrated édition (27 avril 2022),Ryan Ottley,Heroïc fantasy
"Les Légendaires, Tome 5 : Coeur du passé",11.5,"Le prince Halan, ex-fiancé de Jadina, demande aux cinq justiciers de l&#39accompagner jusqu&#39à l&#39ancienne demeure du sorcier Darkhell. On y a, en effet, remarqué une inquiétante concentration de magie? Amical en apparence, le prince cache ses intentions malveillantes : il a besoin du bâton-aigle de Jadina pour remonter dans le temps et la convaincre de l&#39épouser.",978-2756000909,https://m.media-amazon.com/images/I/81GEALBKU2L._SY522_.jpg,Delcourt; Illustrated édition (8 mars 2006),Patrick Sobral,Heroïc fantasy
Batman White Knight Presents : Generation Joker,18.61,"Lorsque, Bryce et Jackie, les jumeaux du Joker et de Harley Quinn s&#39enfuient dans une Batmobile volée, seul l&#39hologramme de Jack Napier, a un espoir de les ramener chez eux sains et saufs et de les tenir à l&#39écart des séides du Joker. Mais le crime n&#39est pas la seule tentation à laquelle ils vont être confrontés : les enfants découvrent un secret qui pourrait ramener leur père à la vie pour de bon ! Arriveront-ils à faire revivre le plus grand ennemi du Chevalier Noir ?",979-1026829386,https://m.media-amazon.com/images/I/71WnLa5eOWL._SY522_.jpg,URBAN COMICS; Illustrated édition (3 mai 2024),Murphy Sean,Heroïc fantasy
Les Tortues Ninja - TMNT : The Last Ronin,29.95,"Qui est le dernier Ronin ?
Le clan Hamato n&#39est plus et les Foot règnent sur un New York post-apocalyptique ravagé par les guerres civiles... mais le dernier survivant de la fratrie des Tortues rôde dans l&#39ombre. Hantée par les fantômes des tragédies passées, la mystérieuse Tortue se lance dans une mission désespérée pour venger l&#39honneur de sa famille disparue.
Par les cocréateurs légendaires Kevin Eastman et Peter Laird, accompagnés de Tom Waltz, scénariste de la série principale, découvrez l&#39histoire finale des Tortues Ninja !
Un best-seller du New York Times
 ",978-2378871062,https://m.media-amazon.com/images/I/81-mywSG9XL._SY522_.jpg,HiComics; Illustrated édition (16 novembre 2022),Peter Laird,Heroïc fantasy
Thor T02 : Dieu des marteaux,32.0,"Suite aux événements récents, Thor a décidé de renoncer temporairement à Mjolnir pour partir en quête spirituelle. Mais voilà que quelqu&#39un dérobe le marteau enchanté et s&#39en sert pour massacrer des peuples entiers ! Qui est derrière ces crimes ? La réponse est déconcertante, même pour le Dieu du Tonnerre. Donny Cates (King in Black) poursuit la formidable saga qui confronte Thor à sa propre mortalité. Après avoir affronté Galactus et Donald Blake, c&#39est maintenant à son propre marteau que le fils d&#39Odin doit faire face ! Comme pour le premier volume, une partie de cet album est illustrée par la star montante Nic Klein (100% MARVEL : INCREDIBLE HULK).",979-1039124850,https://m.media-amazon.com/images/I/81C6E0+5GUL._SY522_.jpg,Panini; Illustrated édition (5 juin 2024),Donny Cates,Heroïc fantasy
Aliens T01,8.46,"Les créatures les plus vicieuses de l&#39histoire de la science-fiction sont de retour ! Depuis leur création en 1979 dans le film Alien, le huitième passager de Ridley Scott, les xénomorphes hantent nos souvenirs et notre imagination. Retrouvez ici plus de 1000 pages de comics créés à partir de 1988 et qui prolongent l&#39expérience des films. Ce volume compile les quatre premières années des comics Aliens publiés par Dark Horse aux États-Unis. La moitié des récits n&#39ont jamais été réédités en France après leur publication dans les années 90 tandis que le reste de ce volumineux OMNIBUS est complètement inédite. Notons également qu&#39une série Alien est en cours de développement par Noah Hawley (Fargo, Legion) et qu&#39un nouveau film par Fede Alvarez (Don&#39t Breathe) est également en cours d&#39écriture.",979-1039106825,https://m.media-amazon.com/images/I/81Xha+cDmLL._SY522_.jpg,Panini (28 septembre 2022),Mark Verheiden,Heroïc fantasy
Invincible - Intégrale T10,10.15,"Tout change lorsqu&#39Invincible découvre qu&#39il a été trahi par l&#39un de ses amis ! Mark Grayson va entamer une toute nouvelle phase de sa vie, et plus rien ne sera jamais comme avant...",978-2413048671,https://m.media-amazon.com/images/I/81pJy-ke9FL._SY522_.jpg,Delcourt; Illustrated édition (16 août 2023),Ryan Ottley,Heroïc fantasy
X-Men : L&#39intégrale 1988 (II) (Nouvelle édition) (T22),36.0,"La vie n&#39est pas facile pour les X-Men ces derniers temps. Après avoir affronté les Broods, ils découvrent les horreurs de Génosha ! Pire encore, de retour à New York, les voilà plongés en Enfer, alors que Madelyne Pryor veut se venger de Cyclope, son mari, et par extension de tous les X-Men ! En parallèle à la publication de nouveaux volumes de nos INTÉGRALES, nous poursuivons notre politique de réédition des albums épuisés ! Ici, le lancement du crossover Inferno explique facilement que les fans se soient rués sur la précédente version de ce titre !",979-1039124638,https://m.media-amazon.com/images/I/815fdFFSzsL._SY522_.jpg,Panini; Illustrated édition (5 juin 2024),Chris Claremont,Heroïc fantasy
Invincible - Intégrale T07,10.24,"Ce volume de l&#39Intégrale réédite la saga de la guerre contre les Viltrumites, ainsi que ses conséquences sur Terre, suite aux décisions de Mark au cours de cette bataille épique et historique.",978-2413045540,https://m.media-amazon.com/images/I/818+dgo5WKL._SY522_.jpg,Delcourt; Illustrated édition (31 août 2022),Robert Kirkman,Heroïc fantasy
Les Géants - Tome 04: Célestin,11.5,"Une aventure titanesque.
Calvin Crossland est démasqué. Il est officiellement reconnu comme criminel international, mais ne cherche maintenant plus à se dissimuler. Alyphar et ses cerbères sont envoyés aux quatre coins de la planète pour détruire et tuer... Heureusement, les enfants font tout leur possible pour défendre la planète et contrecarrer ses plans machiavéliques.
Dans le même temps, au Congo, Célestin travaille avec sa mère à la mine. D’une ingéniosité surprenante, le jeune garçon est capable de comprendre instinctivement le fonctionnement des machines… En cachette, avec des amis, il a patiemment construit un robot monumental qui n’attend plus qu’une dernière pièce pour se réveiller…",978-2344040720,https://m.media-amazon.com/images/I/81T9NRTaSbL._SY522_.jpg,Glénat BD; Illustrated édition (13 octobre 2021),Lylian,Heroïc fantasy
