Nom,Description,Photo
Alain Bauer,"Alain Bauer est professeur au Conservatoire national des Arts et Métiers et aux universités de Shanghai et de New York. Il a publié de nombreux ouvrages sur les questions de sécurité, de défense et de renseignement. Le premier tome de sa série sur la globalisation piteuse, Au commencement était la guerre (Fayard, 2023) a connu un grand succès.",https://m.media-amazon.com/images/I/01Kv-W2ysOL._SY600_.png
Alain Frachon,"Alain Frachon est éditorialiste au Monde pour lequel il a été correspondant à Washington, à Jérusalem et directeur éditorial. Il a récemment publié Un autre monde, l'ère des dictateurs (Perrin, 2022).",
Alain Bauer,"Alain Bauer est professeur de criminologie au Conservatoire National des Arts et Métiers, New York et Shanghai. Il est responsable du pôle sécurité défense - renseignement criminologie cybermenaces et crises. Il a publié une soixantaine d'ouvrages sur les questions de sécurité, criminelles et de terrorisme.",https://m.media-amazon.com/images/I/01Kv-W2ysOL._SY600_.png
Sun Tzu,,
Chris Miller,,
Sun Tzu,,
Jean-Pierre Filiu,,https://m.media-amazon.com/images/I/01Kv-W2ysOL._SY600_.png
David Baverez,,https://m.media-amazon.com/images/I/01Kv-W2ysOL._SY600_.png
Simon Sinek,"Revue de presse
This book is so impactful, I consider it required reading -- Tony Robbins, bestselling author of Awaken The Giant Within

A deep, abiding understanding of what you want to inspire, and how you want to lead is the basis of this inspirational book ― Forbes

One of the most useful and powerful books I have read in years. Simple and elegant, it shows us how leaders should lead -- William Ury, co-author of Getting to Yes

A powerful and penetrating exploration of what separates great companies and great leaders from the rest
Quatrième de couverture
Why are some people and organisations more inventive, pioneering and successful than others? And why are they able to repeat their success again and again?

In business, it doesn't matter what you do, it matters WHY you do it.

Start with Why analyses leaders like Martin Luther King Jr and Steve Jobs and discovers that they all think in the same way - they all started with why.

Simon Sinek explains the framework needed for businesses to move past knowing what they do to how they do it, and then t
En lire plus",https://m.media-amazon.com/images/I/51yMIHz8PSL._SY600_.jpg
Boris Bobo,"Boris Bobo, né en 1988, réside en région lyonnnaise. 1999, Le plus grand secret de l'humanité est son premier livre. Il est l'aboutisssement de ses enquêtes en tant que ""soldat digital"" , et le fruit de ses découvertes, sur le vrai fonctionnement du monde, et les nombreux secrets de celui-ci, qui sont cachés à la majorité des êtres humains.",https://m.media-amazon.com/images/I/01Kv-W2ysOL._SY600_.png
Jenny Erpenbeck,"Longlisted for the International Booker Prize

Berlin. 11 July 1986. They meet by chance on a bus. She is a young student, he is older and married. Theirs is an intense and sudden attraction, fuelled by a shared passion for music and art, and heightened by the secrecy they must maintain. But when she strays for a single night he cannot forgive her and a dangerous crack forms between them, opening up a space for cruelty, punishment and the exertion of power. And the world around them is changing too: as the GDR begins to crumble, so too do all the old certainties and the old loyalties, ushering in a new era whose great gains also involve profound loss.

From a prize-winning German writer, this is the intimate and devastating story of the path of two lovers through the ruins of a relationship, set against the backdrop of a seismic period in European history.",https://m.media-amazon.com/images/S/amzn-author-media-prod/fvudek410opthujneoda9a0nsi._SY600_.jpg
Pauline Lallement,Pauline Lallement est journaliste. Elle collabore notamment avec ELLE et Society.,https://m.media-amazon.com/images/I/01Kv-W2ysOL._SY600_.png
Dimitri Minic,,
Cyrielle Adam,"Cyrielle Adam est rédactrice en chef de la collection « Enquête Chrono » sur RTL9.

Marion Garnier est rédactrice en chef de l’émission Non Élucidé sur RMC Story.",
Thomas Merle,Thomas MERLE est professeur agrégé de géographie et professeur agrégé d’histoire. Il intervient en classes préparatoires et dans la préparation aux concours de recrutement des enseignants.,https://m.media-amazon.com/images/I/01Kv-W2ysOL._SY600_.png
Dominique Trinquand,"Diplômé de l'Ecole Spéciale Militaire de Saint-Cyr, de l'école supérieure de guerre et du Royal College of defense studies de Londres, le Général Trinquand est un spécialiste des relations internationales. En opérations, il commande un bataillon au Liban (1991-92) et, durant la crise d'ex-Yougoslavie (1993-95), il est appelé à conseiller deux commandants des forces onusiennes. A partir de 1998, il occupe plusieurs postes à responsabilité au sein de l'OTAN, de l'UE et de l'ONU. En 2010, il rejoint Marck&Balsan en tant que Directeur des relations extérieures. Il y est en charge des relations avec les organisations internationales et les gouvernements, français comme étrangers. En 2013, il met en place un groupement d'entreprises pour l'équipement de contingents déployés en opérations de maintien de la paix (OMP solutions).
Le général Trinquand intervient régulièrement comme expert sur différentes chaines de télévisions et radio. Il a publié en 2023 Ce qui nous attend (Robert Laffont).",https://m.media-amazon.com/images/I/01Kv-W2ysOL._SY600_.png
Anne Doustaly,"Anne Doustaly est agrégée d'histoire, enseignante au lycée Charlemagne à Paris et directrice de collection des manuels HGGSP parus chez Belin Education en 2019-2020.",
Alain Bauer,"Alain Bauer est professeur au Conservatoire national des Arts et Métiers et aux universités de Shanghai et de New York. Il a publié de nombreux ouvrages sur les questions de sécurité, de défense et de renseignement. Le premier tome de sa série sur la globalisation piteuse, Au commencement était la guerre (Fayard, 2023) a connu un grand succès.",https://m.media-amazon.com/images/I/01Kv-W2ysOL._SY600_.png
Christian Grataloup,Christian Grataloup est géohistorien. Professeur émérite à l'université Paris Diderot. Il a publié de nombreux ouvrages et dirige la collection d'atlas historiques aux éditions Les Arènes.,https://m.media-amazon.com/images/I/01Kv-W2ysOL._SY600_.png
Thomas Gomart,"Thomas Gomart est historien et directeur de l’Institut français des relations internationales (Ifri). Il est l’auteur, chez Tallandier, de L’Affolement du monde (Prix du livre géopolitique 2019), de Guerres invisibles (« Texto », 2022) et des Ambitions inavouées (2023).",https://m.media-amazon.com/images/I/01Kv-W2ysOL._SY600_.png
Pascal Boniface,"La géopolitique n'est plus réservée aux spécialistes, elle touche désormais le grand public au quotidien. Ce livre a pour but de permettre à chacun de disposer d'une initiation rapide et accessible à la géopolitique. Pédagogique, ce livre commence par définir ce qu'est la géopolitique. Pratique, il propose ensuite 50 fiches thématiques et documentées pour dresser un panorama des conflits (de l'Ukraine à la mer de Chine), des problématiques et des tendances du monde actuel (le duel États-Unis/ Chine, la gouvernance mondiale, le soft power, etc.). Il constitue une synthèse d'introduction et de référence sur le sujet.
Cette nouvelle édition comprend des cartes mises à jour et des textes inédits, ainsi que l'accès à 20 vidéos explicatives de l'auteur.
Les défis
Les crises
Les tendances
Les questions",https://m.media-amazon.com/images/S/amzn-author-media-prod/6sjmjqknaate5s9ll9jq3k397g._SY600_.jpg
Sylvain Cypel,Sylvain Cypel a été directeur de la rédaction de Courrier international et rédacteur en chef au Monde. Il a couvert la seconde Intifada en 2001-2003 et a été correspondant du Monde aux États-Unis de 2007 à 2013.,https://m.media-amazon.com/images/I/01Kv-W2ysOL._SY600_.png
Jean-Luc Riva,,https://m.media-amazon.com/images/S/amzn-author-media-prod/f5uloiev0lrl1l8bj8ol1fdp1o._SY600_.jpg
