Nom,Prix,Description,Isbn,Photo,Editeur,Auteur,Categorie
L&#39Odyssée d&#39Hakim T02: De la Turquie à la Grèce,24.95,"Suite du récit de l&#39histoire vraie d&#39Hakim, réfugié syrien en exil, ce deuxième tome aborde avec émotion la difficulté de rester ensemble quand on doit survivre, et le terrible choix de traverser la Méditerranée...En exil loin de son pays natal, Hakim trouve un peu d&#39espoir dans la naissance d&#39un fils. Mais de petits boulots en difficultés, la complexité du monde le rattrape une nouvelle fois et sépare sa famille. Livré à lui-même avec son enfant, Hakim va tenter de survivre, malgré les obstacles et la précarité, jusqu&#39à envisager le pire : monter sur un canot de fortune pour trouver un salut...
Une série lauréate du Prix Franceinfo de la Bande Dessinée d’Actualité et de Reportage.",978-2413013365,https://m.media-amazon.com/images/I/71k1tcctLvL._SY522_.jpg,Delcourt; Illustrated édition (5 juin 2019),Fabien Toulmé,Romans graphiques
Covenant Vol. 1 (Volume 1),5.29,"Discover Lysandra Vuong&#39s hit supernatural action Webtoon Covenant in print for the first time ever.

""If you need a comic that blends action fantasy with mythology, comedy, and punk gothic fashion, Covenant is wildly enjoyable."" -Women Write About Comics

""Ezra and Sunny will leave readers wanting more. This is catnip for fans of sexy fight scenes."" —Publishers Weekly

In a world where priests are decked out in holy tattoos and brandish machine guns in the face of demons, a powerful exorcist and a mysterious boy cross paths . . . in a college classroom.",978-1637152812,https://m.media-amazon.com/images/I/71HYwlmdhZL._SY522_.jpg,Oni Press; 1er édition (14 mai 2024),LySandra Vuong,Romans graphiques
1984: roman graphique,25.0,"1984, le chef-d’œuvre de George Orwell, fait partie des plus grands textes du XXe siècle. Les lecteurs de tous âges connaissent Big Brother et Winston Smith, car plus qu’un roman politique et dystopique, 1984 a nourri notre imaginaire sans jamais perdre de son actualité. L’atmosphère envoûtante et le dessin aux teintes fantastiques de l’illustrateur brésilien Fido Nesti, alliés à la modernité de la traduction de Josée Kamoun, nous offrent aujourd’hui une magnifique édition de 1984, la première version graphique du texte mythique d’Orwell.
Il s&#39agit d’un des événements éditoriaux les plus importants de l’année à travers le monde.

« Une version graphique somptueuse de ce chef-d’œuvre d&#39Orwell. » François Busnel",978-2246825760,https://m.media-amazon.com/images/I/81MvRh1nMQL._SY522_.jpg,Grasset; Illustrated édition (4 novembre 2020),George Orwell,Romans graphiques
Ces jours qui disparaissent,22.5,"Une course poursuite contre le temps perdu...
Que feriez-vous si d’un coup vous vous aperceviez que vous ne vivez plus qu’un jour sur deux ? C’est ce qui arrive à Lubin Maréchal, un jeune homme d’une vingtaine d’années qui, sans qu’il n’en ait le moindre souvenir, se réveille chaque matin alors qu’un jour entier vient de s’écouler. Il découvre alors que pendant ces absences, une autre personnalité prend possession de son corps. Un autre lui-même avec un caractère bien différent du sien, menant une vie qui n’a rien à voir. Pour organiser cette cohabitation corporelle et temporelle, Lubin se met en tête de communiquer avec son « autre », par caméra interposée. Mais petit à petit, l’alter ego prend le dessus et possède le corps de Lubin de plus en plus longtemps, ce dernier s’évaporant progressivement dans le temps... Qui sait combien de jours il lui reste à vivre avant de disparaître totalement ?",978-2344013328,https://m.media-amazon.com/images/I/9182cQaXYfL._SY522_.jpg,Glénat BD; Illustrated édition (13 septembre 2017),Timothé Le Boucher,Romans graphiques
Final Incal,9.97,"Jodorowsky and Mœbius’s internationally bestselling Sci-Fi saga THE INCAL comes to its phenomenal finale!

Lowly class ‘R’ detective John Difool and his faithful companion, Deepo, are unwillingly hurled into yet another universe-saving mission, as their world is faced with the threat of an all-devouring metallic virus. Visionary storyteller Jodorowsky returns to the epic mythology he created with the late Mœbius in the early 80s. For the conclusion of the legendary spiritual space adventure series, he partners with Eisner-winning artist Ladrönn.",978-1594651076,https://m.media-amazon.com/images/I/61WoWDa2UxL._SY522_.jpg,"Humanoids, Inc.; 1er édition (11 mars 2015)",Alejandro Jodorowsky,Romans graphiques
Sunstone Mercy Volume 8: Mercy,17.19,"""MERCY,"" Part Three. Loving someone means building a shrine within your heart dedicated to them. A shrine made of good memories and treasured moments. As the mercy arc reaches its third volume Anne is about to find the shrine of her heart ransacked by none other than the person it was devoted to. As for Ally and Alan, they find themselves straining as a risky hobby grows into an obsession and threatens to destroy all other aspects of their lives. A friendship is about to be put to a test that it may just end up failing. Welcome to the volume 8 of sunstone. Time to grow up.",978-1534399532,https://m.media-amazon.com/images/I/71VhHFrJgwL._SY522_.jpg,Image Comics; 1er édition (28 mai 2024),Stjepan Sejic,Romans graphiques
Ne tirez pas sur l&#39oiseau moqueur - Roman graphique: Illustré et adapté par Fred Fordham,26.0,"Livre culte dans le monde entier, Ne tirez pas sur l’oiseau moqueur raconte l’histoire d’Atticus Finch, jeune avocat, qui élève seul ses deux enfants Jem et Scout. Lorsqu’il est commis d’office pour la défense d’un homme noir accusé d’avoir violé une femme blanche, la vie de la petite famille bascule. Nous sommes dans les années 1930, dans une petite ville de l’Alabama et certaines vérités peuvent être dangereuses à démontrer…
Grâce au talent de Fred Fordham (notamment découvert en France grâce à Nightfall, paru chez Delcourt), ce roman graphique donne une nouvelle vie au chef d’œuvre d’Harper Lee. L’illustrateur a exploré les lieux qui ont compté pour la mythique auteure américaine en se plongeant dans sa vie afin de s’approcher au plus près de son imaginaire. Fred Fordham offre un éclairage inédit du texte avec ce magnifique ouvrage qui renforce encore la modernité de l’œuvre de Lee. Couronné par le prix Pulitzer en 1961,",978-2246815228,https://m.media-amazon.com/images/I/71w1xGEcJmL._SY522_.jpg,Grasset; Illustrated édition (7 novembre 2018),Harper Lee,Romans graphiques
Dans les forêts de Sibérie,18.0,"Peut-on se détacher complètement du monde des hommes ? Quitter la ville et son quotidien pour aller vivre au bout du monde, tel est le défi que s&#39est donné Sylvain Tesson. De février à juillet 2010, l&#39écrivain voyageur a choisi de vivre la fin de l&#39hiver puis le printemps sibérien. Habitant seul une cabane au bord du Lac Baïkal, il s&#39est plié au silence en choisissant de vivre lentement, environné de livres, de vodka et de souvenirs. Sans déranger la nature mais en s&#39interrogeant avec elle dans une introspection au long cours, Tesson a marché, exploré, pêché, il a fait du patin à glace sur le lac et accepté l&#39hospitalité de ses rares voisins. Cette ascèse de six mois loin de la France, l&#39auteur en a fait le récit dans son célèbre livre paru chez Gallimard en 2011. Par un dessin subtil et généreux tout en couleur, Virgile Dureuil en propose pour la première fois une adaptation en bande dessinée...",978-2203198821,https://m.media-amazon.com/images/I/71Sb0VLcXlL._SY522_.jpg,CASTERMAN; Illustrated édition (13 novembre 2019),VIRGILE DUREUIL / SYLVAIN TESSON,Romans graphiques
Conan the Barbarian 2: The Original Comics Omnibus,121.28,"The adventure continues, in this collection of classic Conan stories, perfect for fans and collectors alike! Tired of the thieving life, Conan signs on as a mercenary for the warring kingdom of Turan.
The enemy will tell of Conan’s legendary skill in battle ― if any of them live to tell the tale ― but palace intrigue may prove more dangerous to the barbarian. After all, it’s never wise to bed a wizard’s woman. Then, Conan joins with Red Sonja for a multipart adventure. Last, but far from least, we present Roy Thomas and Gil Kane’s complete adaptation of “The Hour of the Dragon,” the iconic story of how Conan became king and conqueror and met the woman who would become his wife.",978-1787740846,https://m.media-amazon.com/images/I/91+vyr8MBxL._SY522_.jpg,Titan Books Ltd; 1er édition (1 octobre 2024),Roy Thomas,Romans graphiques
Psychologix,24.9,"QUAND UN PSYCHOLOGUE DE RENOM RENCONTRE UN ILLUSTRATEUR DE TALENT, LE MONDE DE LA PSYCHOLOGIE S&#39OUVRE À NOUS : RICHE, ACCESSIBLE, RIGOUREUX ET DRÔLE. Que cachent nos comportements ? Quel est le secret de nos émotions ? Comment se construit notre personnalité ? Que savons-nous aujourd&#39hui du processus de la mémoire ? Comment notre cerveau peut- il nous tromper ? Comment entrons-nous en relation avec les autres, et comment ces derniers nous influencent-ils ? Ce roman graphique nous donne toutes les clés pour nous connaître nous-mêmes, comprendre les autres et le monde dans lequel nous vivons. Au travers d&#39expériences et de découvertes fascinantes qui ont marqué l&#39histoire de la psychologie, il nous initie au fonctionnement complexe de notre mental... pour une vie plus équilibrée ! "" Le manuel de psychologie le plus réjouissant que je connaisse. Il s&#39adresse à chacun, aussi bien aux experts et aux étudiants en psychologie qu&#39à toute personne curieuse d&#39apprendre qui nous somm es et ce qui nous motive. "" Adam Alter, professeur de marketing et de psychologie à la New York University Stern School of Business "" Ce livre rend l&#39apprentissage de la psychologie captivant, passionnant et amusant, en reliant des concepts habituellement traités séparément. J&#39ai hâte de l&#39utiliser dans mon prochain cours d&#39introduction à la psychologie. "" James Gross, professeur de psychologie à Stanford",978-2352047254,https://m.media-amazon.com/images/I/51FFYo-cKpL._SY522_.jpg,Les Arènes; Illustrated édition (11 avril 2018),Danny Oppenheimer,Romans graphiques
