Nom,Prix,Description,Isbn,Photo,Editeur,Auteur
Elles - Tome 2 - Universelle(s),13.95,"Les récents chocs psychologiques subis par Elle ont permis à Bleue, sa personnalité la mieux enfouie, de prendre le contrôle total, reléguant Elle dans les limbes de son propre subconscient. Bleue est sociable, enjouée, efficace, douée artistiquement... En fait, Bleue est un peu une synthèse de toutes les personnalités d'Elle. Mais si Bleue est si géniale que cela, alors pourquoi est-ce qu'Elle a passé sa vie à tenter de la retenir prisonnière au fin fond d'elle-même...?",978-2808200004,https://m.media-amazon.com/images/I/71yRksngviL._SY522_.jpg,LOMBARD; Illustrated édition (29 avril 2022),Kid Toussaint
Solo Leveling T11,14.95,"Lorsque d'étranges portails sont apparus aux quatre coins du monde, l'humanité a dû trouver une parade pour ne pas finir massacrée par les griffes des monstres qui en sortent. Dans le même temps, certaines personnes ont développé des capacités permettant de les chasser. Ces combattants intrépides n'hésitent pas à foncer au coeur des donjons pour combattre les créatures qu'ils abritent.",978-2382882528,https://m.media-amazon.com/images/I/71cDRGur-nL._SY522_.jpg,Kbooks; Illustrated édition (20 septembre 2023),DUBU(REDICE STUDIO)
Les Sisters - tome 01: Un air de famille,11.9,"Du rififi chez les filles : découvrez le quotidien savoureux de deux soeurs volcaniques ! Wendy, c'est ma grande sister. Moi, du coup, j'suis la plus petite. Si qu'on m'avait demandé mon avis, j'aurais préféré être l'aînée des deux. Ben oui quoi, moi je saurai jamais ce que ça fait d'avoir un p'tite soeur qui fait tout pareil que moi, qui essaie par tous les moyens de forcer le cadenas de mon journal intime, qui écoute à la porte de ma chambre quand je parle des garçons avec mes meilleures cop's, qui fait rien qu'à me piquer mes fringues dès que j'ai le dos tourné, qui découpe les photos dans mes magazines préférés.
En fait, ça m'aurait trop plu d'être ma propre sister. juste pour avoir la chance de m'avoir moi comme sister !!!",978-2350784953,https://m.media-amazon.com/images/I/71qxYxPCsbL._SY522_.jpg,Bamboo; Illustrated édition (30 avril 2008),Christophe Cazenove
Le dernier témoin d'Oradour-sur-Glane: L'histoire vraie de Robert Hébras,21.9,"10 juin 1944. Robert Hébras a 18 ans lorsque la division blindée Das Reich de la Waffen-SS investit le paisible village de Haute-Vienne, Oradour-sur-Glane. Les soldats descendent de leur camion, réunissent la population sur la place centrale. Les hommes sont parqués dans les granges, les femmes et les enfants dans l’église. Pour le jeune Robert, c’est la grange Laudy, avec une soixantaine d’otages. Après une heure d’attente, la fusillade éclate. L’apprenti mécanicien survit. Il apprend la mort de sa mère et de deux de ses sœurs, Georgette et Denise, brûlées dans l’église. Ce jour-là, les Allemands commettent alors le plus grand massacre de civils de la Seconde Guerre mondiale : 643 morts, dont plus de 450 femmes et enfants.
Dans cet album bouleversant, Arnaud Delalande et Laurent Bidot, mettent en images avec pudeur et puissance, avec la complicité d’Agathe Hébras, devenue gardienne de la mémoire, l’histoire de son grand-père, de celle du village-martyr et d’une nation tout entière. Pour ne jamais oublier.",979-1033916147,https://m.media-amazon.com/images/I/71qT2xcoAbL._SY522_.jpg,HarperCollins; Illustrated édition (29 mai 2024),Arnaud Delalande
Nous vivrons - Enquête sur l'avenir des juifs,17.0,"Après le 7 octobre 2023, des millions de Juifs se sont réveillés avec une cible sur la tête. Même les plus éloignés de la tradition ou d'Israël ont été rattrapés par l'onde de choc. Le traumatisme des pogroms millénaires et de l'extermination des Juifs d'Europe a refait surface.
Que faire ? Effacer son nom sur la boîte aux lettres ? Avoir peur
pour les enfants ? Où aller si "" cela "" recommence ?
Dans ce livre fondateur, Joann Sfar mène l'enquête. Il discute avec
ses amis, convoque son père et son grand-père, cherche des réponses
dans les livres et dans l'humour. Il se rend en Israël à la rencontre des
Juifs et des Arabes, avec toujours la même question, obsédante : quel
avenir pour les Juifs ?",979-1037512017,https://m.media-amazon.com/images/I/71g5BrxQXVL._SY522_.jpg,Les Arènes BD; Illustrated édition (16 avril 2024),Joann Sfar
"Sherlock Holmes et Moriarty, associés - La BD dont vous êtes le héros",20.0,"Sherlock Holmes est engagé par le comte de Morcar pour l'escorter lors de son voyage en train. L'implacable logique du détective sera bientôt mise à rude épreuve : diamants volés, mort mystérieuse et enlèvement d'une princesse. Heureusement, il est accompagné par son fidèle acolyte, le docteur Watson. Mais son ennemi de toujours, Moriarty, est aussi du voyage...",978-2917371688,https://m.media-amazon.com/images/I/81AVPztG7GL._SY522_.jpg,Makaka; Illustrated édition (26 novembre 2014),Boutanox
"Sherlock Holmes et Moriarty, associés - La BD dont vous êtes le héros",20.0,"Sherlock Holmes est engagé par le comte de Morcar pour l'escorter lors de son voyage en train. L'implacable logique du détective sera bientôt mise à rude épreuve : diamants volés, mort mystérieuse et enlèvement d'une princesse. Heureusement, il est accompagné par son fidèle acolyte, le docteur Watson. Mais son ennemi de toujours, Moriarty, est aussi du voyage...",978-2917371688,https://m.media-amazon.com/images/I/81AVPztG7GL._SY522_.jpg,Makaka; Illustrated édition (26 novembre 2014),Boutanox
"Sherlock Holmes et Moriarty, associés - La BD dont vous êtes le héros",20.0,"Sherlock Holmes est engagé par le comte de Morcar pour l'escorter lors de son voyage en train. L'implacable logique du détective sera bientôt mise à rude épreuve : diamants volés, mort mystérieuse et enlèvement d'une princesse. Heureusement, il est accompagné par son fidèle acolyte, le docteur Watson. Mais son ennemi de toujours, Moriarty, est aussi du voyage...",978-2917371688,https://m.media-amazon.com/images/I/81AVPztG7GL._SY522_.jpg,Makaka; Illustrated édition (26 novembre 2014),Boutanox
"Sherlock Holmes et Moriarty, associés - La BD dont vous êtes le héros",20.0,"Sherlock Holmes est engagé par le comte de Morcar pour l'escorter lors de son voyage en train. L'implacable logique du détective sera bientôt mise à rude épreuve : diamants volés, mort mystérieuse et enlèvement d'une princesse. Heureusement, il est accompagné par son fidèle acolyte, le docteur Watson. Mais son ennemi de toujours, Moriarty, est aussi du voyage...",978-2917371688,https://m.media-amazon.com/images/I/81AVPztG7GL._SY522_.jpg,Makaka; Illustrated édition (26 novembre 2014),Boutanox
Solo Leveling T10,14.95,"Lorsque d'étranges portails sont apparus aux quatre coins du monde, l'humanité a dû trouver une parade pour ne pas finir massacrée par les griffes des monstres des monstres qui en sortent. Dans le même temps, certaines personnes ont développé des capacités permettant de les chasser. Ces combattants intrépides n'hésitent pas à foncer au coeur des donjons pour combattre les créatures qu'ils abritent.",978-2382882108,https://m.media-amazon.com/images/I/71nN0BtegtL._SY522_.jpg,Kbooks; Illustrated édition (14 juin 2023),DUBU(REDICE STUDIO)
"BD Mortelle Adèle, Tome 19: Face de Beurk !",11.5,"« Hey, tu m'entends ? Oui, toi, celui qui se la raconte, celle qui casse les pieds, celui qui donne tout le temps des ordres, celle qui dit toujours n'importe quoi... Oui, oui, c'est à toi que je parle... Tu cherches où est le problème ? Bah regarde dans le miroir ! Face de Beurk ! »

Que ce soit dans la cour de récréation ou à la maison, hors de question pour Adèle de se laisser embêter ou marcher sur les pieds ! N'en déplaise à ceux qui voudraient qu'elle se taise, la reine des bêtises compte bien dire tout ce qu'elle pense et inventer sa place dans le monde ! Oups... Les faces de Beurk n'ont qu'à bien se tenir !

© Mr Tan et Diane Le Feyer d'après l'oeuvre créée par Mr Tan et Miss Prickly",979-1036342400,https://m.media-amazon.com/images/I/71+pnDV2HIL._SY522_.jpg,Bayard Jeunesse; Illustrated édition (19 octobre 2022),Mr Tan
Elles - Tome 3 - Plurielle(s),17.0,"La révélation du mystère de ses origines a permis à Elle de reprendre le contrôle de sa vie. Mais tout ne va pas pour autant... En surface, la lycéenne tente de résoudre ses contradictions. À l'intérieur, ses personnalités multiples tentent de percer le mystère de cette voix qui leur parle. Et dans les deux cas, il semblerait que Bleue ait des réponses, ou au moins des pistes. L'heure semble donc à la réconciliation ? Enfin... « Toutes pour une », d'accord... mais laquelle ?!",978-2808206181,https://m.media-amazon.com/images/I/811l2p-JNUL._SY522_.jpg,LOMBARD; Illustrated édition (28 avril 2023),Kid Toussaint
"BD Mortelle Adèle, Tome 15: Funky Moumoute",11.5,"« Vivent les vacances ! Cette année, pour les vacances de Noël, je pars au Canada voir ma cousine. Un nouvel endroit pour des bêtises encore plus mortelles que d'habitude ! On va bien s'amuser... »

Mortelle Adèle va découvrir l'hiver du grand Nord Canadien ! Et si elle doit se séparer de son souffre-douleur Ajax, son ami imaginaire Magnus l'accompagne. A eux deux, ils vont mettre le feu à la neige et au sirop d'érable !

© Mr Tan et Diane Le Feyer d'après l'oeuvre créée par Mr Tan et Miss Prickly",978-1027606024,https://m.media-amazon.com/images/I/71kKLz7pGPL._SY522_.jpg,Bayard Jeunesse; Illustrated édition (17 octobre 2018),M. TAN
"BD Mortelle Adèle, Tome 16: Jurassic Mamie",11.5,"« Mes parents ont besoin d'un peu plus de temps pour eux, soi-disant parce que je suis trop dure à vivre... Résultat : c'est Mamie qui va me garder ! Bonjour les légumes à tous les repas et les remèdes de grand-mère bizarres ! »

Fatigués par le mortel comportement d'Adèle, ses parents décident de la confier un peu plus souvent à sa grand-mère... C'est bien compliqué pour la petite peste de vivre avec un dinosaure pareil. C'est vrai, quoi... Quand elle était jeune, la télé n'existait même pas !

© Mr Tan et Diane Le Feyer d'après l'oeuvre créée par Mr Tan et Miss Prickly",979-1027607129,https://m.media-amazon.com/images/I/615Jr0+wqgL._SY522_.jpg,Bayard Jeunesse; Illustrated édition (22 mai 2019),Mr Tan
Tango - Tome 8 - Ballade de la mer de Sulu,15.95,"Bornéo, océan Pacifique. Tango et Mario, désormais flanqués de leur ami philippin Crisanto et de l'envoûtante Lani, courent toujours après le casque de Magellan. Un baroudeur anglais leur apporte les pièces manquantes du puzzle. Escroc ou vrai chasseur de trésors ? C'est au moment de toucher au but que les choses se compliquent sérieusement...",978-2808212915,https://m.media-amazon.com/images/I/91TIAbeb07L._SY522_.jpg,LOMBARD; Illustrated édition (24 mai 2024),Matz
Les Sisters - tome 02: A la mode de chez nous,11.9,"Du rififi chez les filles : découvrez le quotidien savoureux de deux sœurs volcaniques ! Wendy, c'est ma grande sister.
Moi, c'est Marine et j'suis la plus petite. Du coup, je ne saurai jamais ce que ça fait d'avoir une petite sœur qui fait tout pareil que moi, qui essaie par tous les moyens de forcer le cadenas de mon journal intime, qui fait rien qu'à me piquer mes fringues dès que j'ai le dos tourné. En fait, ça m'aurait trop plu d'être ma propre sister. juste pour avoir la chance de m'avoir moi comme sister ! ! !.",978-2350785493,https://m.media-amazon.com/images/I/81U74mSWoZL._SY522_.jpg,Bamboo (29 octobre 2008),Christophe Cazenove
Spirou et Fantasio Classique - La Baie des cochons,12.95,"Fidel Castro est complètement furioso ! Car tout autour de lui, ça papote et ça complote, afin de l'éliminer du jeu politique. Même ses propres hommes, infiltrés par la CIA, lui offrent des cigares piégés ! En voyage à New York pour un discours historique à l'ONU, le leader cubain est sur ses gardes, totalement paranoïaque. Tout l'inverse de Spirou, venu en tant que simple reporter pour couvrir l'événement. Mais notre groom ignore encore qu'il va se retrouver accusé d'attentat contre Castro puis emmené de force à Cuba ! Ses seuls espoirs : Fantasio, qui s'envole aussitôt vers l'Amérique du Sud, ainsi que Seccotine, déjà à Cuba pour un reportage. À moins que cette dernière ne se laisse séduire par les idéaux communistes du charismatique Che Guevara...

Quand les aventures de",978-2808501941,https://m.media-amazon.com/images/I/71Y93GFKaSL._SY522_.jpg,DUPUIS (24 mai 2024),Baril Michaël
"Sherlock Holmes et Moriarty, associés - La BD dont vous êtes le héros",20.0,"Sherlock Holmes est engagé par le comte de Morcar pour l'escorter lors de son voyage en train. L'implacable logique du détective sera bientôt mise à rude épreuve : diamants volés, mort mystérieuse et enlèvement d'une princesse. Heureusement, il est accompagné par son fidèle acolyte, le docteur Watson. Mais son ennemi de toujours, Moriarty, est aussi du voyage...",978-2917371688,https://m.media-amazon.com/images/I/81AVPztG7GL._SY522_.jpg,Makaka; Illustrated édition (26 novembre 2014),Boutanox
"Sherlock Holmes et Moriarty, associés - La BD dont vous êtes le héros",20.0,"Sherlock Holmes est engagé par le comte de Morcar pour l'escorter lors de son voyage en train. L'implacable logique du détective sera bientôt mise à rude épreuve : diamants volés, mort mystérieuse et enlèvement d'une princesse. Heureusement, il est accompagné par son fidèle acolyte, le docteur Watson. Mais son ennemi de toujours, Moriarty, est aussi du voyage...",978-2917371688,https://m.media-amazon.com/images/I/81AVPztG7GL._SY522_.jpg,Makaka; Illustrated édition (26 novembre 2014),Boutanox
Elles - Tome 1 - La nouvelle(s),13.95,"Elle, c'est une fille un peu comme tout le monde mais pas tout à fait comme les autres. Jeune fille pétillante et équilibrée, c'est tout naturellement qu'elle est intégrée dans une joyeuse bande d'amis dès son arrivée au collège Mercury. Mais se doutent-ils qu'Elle n'est pas seule ? Elle serait même plutôt cinq... Cinq personnalités hautes en couleurs et pas toujours amicales. Qui est Elle, réellement ?",978-2803678242,https://m.media-amazon.com/images/I/71zJrGUumDL._SY522_.jpg,LOMBARD; Illustrated édition (26 mars 2021),Kid Toussaint
Requiem - Tome 12: La chute de Dracula,14.49,"Le banquet de Dracula
Dracula s’apprête à organiser un grand banquet de la victoire pour ses chevaliers vampires… et c’est l’occasion pour Requiem de le détruire. D’autant que, durant le même banquet, Deucalion et un Séraphin, ange de l’antimatière, vont aussi tenter de vaincre le maître des vampires. Pour mener à bien son projet, Requiem, après avoir défait Otto et délivré Rebecca, se voit remettre le Marteau de Thurim des mains de Black Sabbat. Mais en chemin, il est retardé par le défilé de la victoire qui l'empêche de se rendre au banquet. Il va devoir affronter les loups-garous de Torquemada avant de faire face à son géniteur…
Olivier Ledroit signe son grand retour à l’univers de Requiem avec cette première nouveauté de la série depuis douze ans ! Plébiscitée par les amateurs de dark fantasy, cette série gothique culte revient avec un avant-dernier tome au graphisme toujours aussi époustouflant et à la pagination augmentée, pour amplifier sa dimension spectaculaire. Le tout en préambule à une conclusion en apothéose dans un futur tome 13 d’ores et déjà très attendu ! L’occasion de (re)découvrir une œuvre majeure par l’un des meilleurs artistes de sa génération.",978-2344014134,https://m.media-amazon.com/images/I/9150et3D5eL._SY522_.jpg,Glénat BD; Illustrated édition (2 mai 2024),Pat Mills
"Parce que tu es une fille spéciale: Un livre pour les enfants sur le courage, la force intérieure et la confiance en soi",13.99,"Sais-tu vraiment à quel point tu es spéciale ?

Certes, la Terre compte presque huit milliards d'êtres humains. Mais toi, tu es un spécimen unique. Personne n'est exactement comme toi. Tu es complètement unique et tu devrais toujours en avoir conscience !

Dans notre vie, nous affrontons de nombreux défis. Chaque obstacle exige de la force intérieure, du courage et de la confiance en soi. Parfois, tu penseras peut-être que tu ne peux pas y parvenir. Peut-être auras-tu même très peur et douteras-tu de toi-même. Mais même dans ces jours difficiles, tu ne dois jamais oublier que tu es digne d'être aimée et essentielle à ce monde. Et ceci, telle que tu es vraiment.",979-8831367812,https://m.media-amazon.com/images/I/71Kinup8SFL._SY522_.jpg,Independently published (22 mai 2022),Lily Faure
MARVEL - Où se cachent les héros Marvel ? - Cherche et trouve,7.93,"Un nouvel album « cherche et trouve » pour retrouver tous les Avengers et leurs plus grands ennemis !
15 grandes scènes colorées !
Tous les personnages emblématiques de l'univers Marvel sont présents.
Des illustrations qui fourmillent de détails pour s’amuser à retrouver les personnages des films, mais aussi de nombreux éléments cachés dans les décors !",978-2017187486,https://m.media-amazon.com/images/I/91SYG-8zMgL._SY522_.jpg,Hachette Jeunesse Collection Disney; Illustrated édition (22 juin 2022),COLLECTIF
"BD Mortelle Adèle, Tome 18: Toi, je te zut !",11.5,"N'allez pas embêter Mortelle Adèle, car s'il y a bien une petite fille décidée à ne pas se laisser faire, c'est elle ! Entre ses inventions loufoques pour créer un monde qui lui ressemble et les règlements de compte dans la cour de récréation ou à la maison, une chose ne change pas : Adèle a toujours le temps pour une bêtise ou deux !

© Mr Tan et Diane Le Feyer d'après l'oeuvre créée par Mr Tan et Miss Prickly",978-1036333393,https://m.media-amazon.com/images/I/71R3bYppykL._SY522_.jpg,Bayard Jeunesse; Illustrated édition (5 mai 2021),Mr Tan
Lore Olympus - Tome 6,24.95,"Cache-cache mortel aux Enfers…
Zeus est en chasse et sa proie n’est autre que Perséphone… Heureusement Hadès a une longueur d’avance sur lui et la retrouve avant !
Ce temps passé seul à seul, cachés des autres les rapproche. Perséphone lui raconte enfin la vérité sur ce qui s’est passé au Royaume des mortels et Hadès lui en apprend davantage sur son passé avec Chronos.
Mais même Hadès ne peut arrêter la course folle de Zeus, appuyé par Appolon, Menthé et Thétis en sous-marin. Héra, elle, choisit son camp suite à la confirmation de Perséphone sur son intuition et décide à son tour de faire sa chasse au dieu, Apollon étant sa cible.",978-2755674361,https://m.media-amazon.com/images/I/81eRE4x-6eL._SY522_.jpg,Hugo BD; Illustrated édition (15 mai 2024),Rachel Smythe
Les Royaumes de Feu: La bande dessinée-Le piège de glace (7),17.0,,978-2075204453,https://m.media-amazon.com/images/I/81mkn758fML._SY522_.jpg,GALLIMARD JEUNE; Illustrated édition (13 juin 2024),Tui T. Sutherland
Buck Danny Classic - Tome 11 - L'ombre rouge,15.5,"947. Buck Danny et ses amis, engagés sur un film d'Howard Hughes, voient débarquer la CIA sur le tournage. Car les nombreux incidents qui l'émaillent seraient provoqués par un maître-espion soviétique : l'Ombre rouge... À la poursuite de cet insaisissable ennemi, Buck va rapidement comprendre que la partie s'annonce compliquée. Très compliquée, même.

Après le cycle Dans les griffes du SMERSH, cet album est la première partie du nouveau diptyque de Buck Danny ? Classic !",978-2361183585,https://m.media-amazon.com/images/I/610ERGDsI0L._SY522_.jpg,ZEPHYR; Illustrated édition (19 avril 2024),Zumbiehl Frédéric
"Sherlock Holmes et Moriarty, associés - La BD dont vous êtes le héros",20.0,"Sherlock Holmes est engagé par le comte de Morcar pour l'escorter lors de son voyage en train. L'implacable logique du détective sera bientôt mise à rude épreuve : diamants volés, mort mystérieuse et enlèvement d'une princesse. Heureusement, il est accompagné par son fidèle acolyte, le docteur Watson. Mais son ennemi de toujours, Moriarty, est aussi du voyage...",978-2917371688,https://m.media-amazon.com/images/I/81AVPztG7GL._SY522_.jpg,Makaka; Illustrated édition (26 novembre 2014),Boutanox
"Sherlock Holmes et Moriarty, associés - La BD dont vous êtes le héros",20.0,"Sherlock Holmes est engagé par le comte de Morcar pour l'escorter lors de son voyage en train. L'implacable logique du détective sera bientôt mise à rude épreuve : diamants volés, mort mystérieuse et enlèvement d'une princesse. Heureusement, il est accompagné par son fidèle acolyte, le docteur Watson. Mais son ennemi de toujours, Moriarty, est aussi du voyage...",978-2917371688,https://m.media-amazon.com/images/I/81AVPztG7GL._SY522_.jpg,Makaka; Illustrated édition (26 novembre 2014),Boutanox
Tango - Tome 5 - Le dernier Condor,15.95,"Tango et Mario se sont installés en Argentine où ils coulent des jours paisibles. Mais cette fois c'est le passé de flic de Mario qui refait surface. Il est enlevé par d'anciens criminels de guerre résolus à se venger. Tango le sait, il n'a que quelques heures devant lui pour retrouver son ami...",978-2803676859,https://m.media-amazon.com/images/I/91jmxQVV+8L._SY522_.jpg,LOMBARD; Illustrated édition (30 octobre 2020),Matz
Tango - Tome 5 - Le dernier Condor,15.95,"Tango et Mario se sont installés en Argentine où ils coulent des jours paisibles. Mais cette fois c'est le passé de flic de Mario qui refait surface. Il est enlevé par d'anciens criminels de guerre résolus à se venger. Tango le sait, il n'a que quelques heures devant lui pour retrouver son ami...",978-2803676859,https://m.media-amazon.com/images/I/91jmxQVV+8L._SY522_.jpg,LOMBARD; Illustrated édition (30 octobre 2020),Matz
La Différence invisible,23.95,"Marguerite a 27 ans, en apparence rien ne la distingue des autres. Elle est jolie, vive et intelligente. Elle travaille dans une grande entreprise et vit en couple. Pourtant, elle est différente.Marguerite se sent décalée et lutte chaque jour pour préserver les apparences. Ses gestes sont immuables, proches de la manie. Son environnement doit être un cocon. Elle se sent agressée par le bruit et les bavardages incessants de ses collègues. Lassée de cet état, elle va partir à la rencontre d'elle-même et découvrir qu'elle est autiste Asperger. Sa vie va s'en trouver profondément modifiée.",978-2756072678,https://m.media-amazon.com/images/I/71VxB3sS1lL._SY522_.jpg,Delcourt; Illustrated édition (30 août 2016),Julie Dachez
Astérix - L'Iris blanc - n°40,10.9,"« Pour éclairer la forêt, la floraison d’un seul iris suffit »
L’Iris blanc est le nom d’une nouvelle école de pensée positive, venue de Rome qui commence à se propager dans les grandes villes, de Rome à Lutèce. César décide que cette méthode peut avoir un effet bénéfique sur les camps qui se trouvent autour du célèbre village gaulois. Mais les préceptes de cette école exercent aussi une influence sur les villageois qui croisent son chemin…",978-2014001334,https://m.media-amazon.com/images/I/81-9ynE8omL._SY522_.jpg,Hachette Asterix; Illustrated édition (26 octobre 2023),René Goscinny
Les Sisters - tome 03: C'est elle qu'a commencé,11.9,"Wendy et Marine sont envoyées en colonie. Loin de leurs parents, elles doivent se soutenir. Elles n'hésitent pas à en faire voir de toutes les couleurs à leurs moniteurs.",978-2350786568,https://m.media-amazon.com/images/I/710NBkro8RL._SY522_.jpg,Bamboo (6 mai 2009),Christophe Cazenove
Le voyage de Shuna,25.0,"Shuna, le prince d'une contrée pauvre, regarde impuissant ses sujets souffrir en permanence de la faim et se tuer à la tâche pour tenter de faire pousser des céréales que leur terre, stérile, leur refuse. Un beau jour, un voyageur lui parle d'une graine dorée miraculeuse qui fait onduler les plaines en vagues fertiles. Elle provient d'un pays, loin à l'Ouest, peuplé d'esprits et hostile à l'homme, dont nul n'est jamais revenu. En dépit des soupirs des anciens et des larmes de ses parents, Shuna empacte ses affaires et se lance, sur son fidèle yakuru, vers cet Eldorado dans l'espoir d'y trouver de quoi sauver son peuple. Sur le chemin, il libère une jeune esclave, Théa, et sa petite soeur, retenues prisonnières par des trafiquants d'hommes. Poursuivis par leurs ennemis, Shuna confie les deux filles à son yakuru qui les emmène vite vers le Nord, tandis qu'il continue, à pied, vers l'Ouest. Quand il atteint enfin la terre des êtres divins, ce qu'il y voit le changera à tout jamais. Théa reverra-t-elle un jour Shuna ? Ramènera-t-il chez lui la précieuse céréale ?",979-1040804444,https://m.media-amazon.com/images/I/81wq+C+P6XL._SY522_.jpg,SARBACANE; Illustrated édition (1 novembre 2023),Hayao Miyazaki
Tant pis pour l'amour. Ou comment j'ai survécu à un manipulateur,23.95,"Quand Sophie rencontre Marcus, elle tombe amoureuse en 48h. Elle qui était si cynique en amour, cette fois, elle y croit. Sauf qu'il se révèle vite étrange. Sophie a alors besoin de comprendre ce qui ne va pas. Confronté à ses mensonges et ses incohérences, il a des réactions violentes, des excuses pour tout et arrive à se sortir de chaque impasse. Mais jusqu'à quand ? Sophie aime un manipulateur narcissique.",978-2413019862,https://m.media-amazon.com/images/I/81xA5Im-+AL._SY522_.jpg,Delcourt; Illustrated édition (25 septembre 2019),Sophie Lambda
La Naissance en BD - Tome 3: Propagez vos super pouvoirs !,11.95,"Ce tome 3 de La Naissance en BD vous donne les clés pour amplifier les super pouvoirs des mères, les partager avec le bébé, et les propager à la famille entière.

Enfin, bébé arrive ! Après neuf mois d’attente et des heures de contractions, voici la phase d’expulsion. Un nouveau-né sera bientôt dans vos bras.
Ce passage ultime vous fait peur ? Pas de panique, c’est normal. Et ce livre est là, pour ne rien vous apprendre mais vous faire comprendre ce que votre corps sait déjà.
Ici, pas de «Poussez, Madame, poussez ! », parce qu’il ne faut pas pousser. Vous n’avez pas besoin qu’on vous parle à l’impératif, vous êtes puissante et souveraine. Bien informée, que vous ayez une péridurale ou pas, un petit bébé ou un gros, que vous soyez noire, blanche, jaune, dorée, rouge (parfois on est un peu rouge à la fin d’un accouchement, il faut l’avouer) ne change rien. Ce qui change tout, c’est la connaissance !",978-2845942882,https://m.media-amazon.com/images/I/71m20kUVDgL._SY522_.jpg,MAMA; 1er édition (2 novembre 2022),Lucile Gomez
Carlo Acutis: Un saint pour la jeunesse,15.9,"Carlo c'est un garçon d'apparence ordinaire né en Italie. Il aime le foot, les animaux, ses amis et c'est un mordu d'informatique... Mais il n'est pas tout à fait comme les autres : il est fasciné par les églises, par la Vierge Marie et son plus grand désir est de recevoir l'eucharistie ! Il est passionné de Dieu et met son talent à son service. Il monte des sites internet pour les paroisses, travaille deux ans durant à la plus grande exposition jamais réalisée sur les miracles eucharistiques qui sera montrée dans plus de 10 000 paroisses et fourmille d'idées missionnaires.
À 15 ans il est frappé par une leucémie foudroyante. Il ne se plaint de rien. « Le bonheur, c'est d'avoir le regard tourné vers Dieu. La tristesse, c'est d'avoir le regard tourné vers soi-même. » Il meurt le 12 octobre 2006. Sa popularité est instantanée surtout auprès des jeunes générations. Un miracle lui est attribué en 2018 et le pape François prononce sa béatification en 2020. Beaucoup de jeunes trouvent en lui une lumière dans le monde actuel.",978-2492547560,https://m.media-amazon.com/images/I/81XUIXOMnuL._SY522_.jpg,Plein Vent; Illustrated édition (19 octobre 2022),Fabrizio Russo
Durango la jeunesse T03: Captain Owens,12.0,"Texas 1882. Témoin de l'assassinat de trois cowboys, un jeune vagabond échappe lui-même de justesse au tueur, un professionnel armé d'une carabine équipée d'une lunette. Le jeune homme est engagé par le propriétaire du plus grand ranch de la région pour qui travaillaient les trois victimes mais ignore qu'en acceptant cet emploi, il deviendra témoin actif d'une sanglante guerre entre éleveurs.",978-2302099418,https://m.media-amazon.com/images/I/81Q2bGdNMXL._SY522_.jpg,Soleil (29 mai 2024),Roman Surzhenko
Tango - Tome 5 - Le dernier Condor,15.95,"Tango et Mario se sont installés en Argentine où ils coulent des jours paisibles. Mais cette fois c'est le passé de flic de Mario qui refait surface. Il est enlevé par d'anciens criminels de guerre résolus à se venger. Tango le sait, il n'a que quelques heures devant lui pour retrouver son ami...",978-2803676859,https://m.media-amazon.com/images/I/91jmxQVV+8L._SY522_.jpg,LOMBARD; Illustrated édition (30 octobre 2020),Matz
Tango - Tome 5 - Le dernier Condor,15.95,"Tango et Mario se sont installés en Argentine où ils coulent des jours paisibles. Mais cette fois c'est le passé de flic de Mario qui refait surface. Il est enlevé par d'anciens criminels de guerre résolus à se venger. Tango le sait, il n'a que quelques heures devant lui pour retrouver son ami...",978-2803676859,https://m.media-amazon.com/images/I/91jmxQVV+8L._SY522_.jpg,LOMBARD; Illustrated édition (30 octobre 2020),Matz
"BD Ajax, Tome 01: Chat va bien !",10.5,"« Moi, chat va drôlement bien. Et vous ?
Pendant qu'Adèle est occupée par ses expériences farfelues, on doit bien trouver un moyen de s'occuper, Fizz le hamster-grizzli et moi.
Et vous allez voir, tous les deux on vit des aventures au poil ! »

Vous pensez qu'une vie de chat fait rêver ?
Qu'elle est remplie de siestes près du radiateur, de panier douillet, de lait frais et de papouilles à longueur de journée ?
Détrompez-vous ! Quand vous vivez dans la même famille qu'une adorable petite pestouille, votre quotidien peut vite ressembler au jeu du chat et de la souris !
Sauf que la souris... c'est vous. COUREZ !


© Mr Tan et Diane Le Feyer d'après l'oeuvre créée par Mr Tan et Miss Prickly",979-1027601080,https://m.media-amazon.com/images/I/61PRFSSeHxL._SY522_.jpg,Bayard Jeunesse; Illustrated édition (22 mars 2017),Mr Tan
"Les Aventures de Tintin, Intégrale : coffert 8 volumes",16.23,"Ce coffret rassemble la totalité des 24 aventures du célèbre héros, depuis Tintin au pays des Soviets jusqu'à Tintin et l'Alph-Art. Ce coffret est l'occasion de redécouvrir et d'apprécier cette oeuvre totalement intemporelle.",978-2203198920,https://m.media-amazon.com/images/I/81hjG7u4wqL._SY522_.jpg,CASTERMAN (6 novembre 2019),Hergé
