Nom,Prix,Description,Isbn,Photo,Editeur,Auteur
Yoko Tsuno - Tome 31 - L'aigle des Highlands,14.4,"Il se passe de drôles de choses dans les vestiges de l'abbaye de Loch Castle : des moines fouillent les ruines à la recherche de traces d'une diablesse et de son animal satanique. Mais ces moines sont surpris par Emilia et viennent s'expliquer auprès de Yoko. Ils racontent que la diablesse en question, une adolescente aveugle qui voyait à travers les yeux d'un aigle mécanique, aurait disparu dans une spirale de lumière !

À l'aide de Monya et de son translateur, Yoko part pour le XIIIe siècle découvrir ce qui s'est réellement passé dans l'abbaye calcinée.

Roger Leloup a pris l'habitude d'alterner histoires dans l'espace et histoires « terrestres ». Que ce soit sur (ou sous) Terre ou dans l'espace, ses histoires sont toujours passionnantes et empreintes d'humanisme.",978-2808504942,https://m.media-amazon.com/images/I/81MhAi8enlL._SY522_.jpg,DUPUIS; Illustrated édition (17 mai 2024),Leloup
"HISTOIRE INSPIRANTE POUR ENFANT, Les Aventures d'Eli: confiance en soi, créativité, persévérance, encourage l'empathie, le courage, la curiosité et ... parent-enfant / 6-8 ans lecture seul.e",19.8,"""Offrez à votre enfant une aventure extraordinaire avec Les Aventures d'Eli !
Ce livre inspirant encourage la créativité, la persévérance et l'empathie, tout en montrant aux petits lecteurs que leurs talents peuvent changer le monde. Une histoire captivante qui éveillera la curiosité et les valeurs positives de votre enfant, faisant de chaque page une source d'inspiration pour grandir avec courage et générosité.""
Mathilda
Plongez votre enfant dans une histoire nourrissant l'imagination avec des leçons de vie précieuses.",979-8875703294,https://m.media-amazon.com/images/I/61JHn6kzA6L._SY522_.jpg,Independently published (10 janvier 2024),Mathilda PB
Mortelle Adèle et les Reliques du Chat-Lune - Les Grandes Aventures - Tome 04,14.24,"La nouvelle Grande Aventure de Mortelle Adèle !

Connais-tu le Chat-Lune ?
Cette divinité aux dons incroyables a la capacité de conférer de puissants pouvoirs aux félins qui se présentent à elle. Mais pour avoir cette chance, il faut d'abord réunir les trois légendaires reliques que
le Chat-Lune a cachées aux quatre coins du monde...

Et ça tombe bien ! Car Mortelle Adèle est prête à relever le défi, l'occasion rêvée de réussir à enfin transformer Ajax !

Alors qu'un étrange ennemi se lance lui aussi à la recherche des reliques, Mortelle Adèle, aidée par Charlie et Magnus, va devoir redoubler d'ingéniosité pour venir à bout des énigmes et des obstacles qui la séparent de l'apparition du Chat-Lune ! Alors accroche ta ceinture et lance-toi avec elle dans ce tour du monde périlleux et plein de rebondissements qui te conduira aux confins de la Bizarrerie !",978-2494678101,https://m.media-amazon.com/images/I/71UvoCI9jEL._SY522_.jpg,Mr Tan & Co; Illustrated édition (2 novembre 2023),Mr Tan
"BD Mortelle Adèle, Tome 14: Prout atomique",11.5,"«  Je ne sais pas pourquoi, mais les adultes ont l'air de penser que les bébés sont toujours mignons et innocents. C'est faux  ! Ce n'est pas parce qu'ils bavent partout et qu'ils ne savent pas tenir assis qu'il faut les sous-estimer  ! La preuve, moi, quand j'étais bébé, j'avais déjà des idées mortelles  !  » 
Comment Adèle est-elle devenue une adorable peste  ? Facile  : elle est née comme ça  ! Couches puantes, attaque de vomi, regards tueurs  : bébé Adèle ne laisse aucun répit à ses parents, ni à ses camarades de bac à sable. Qui a dit que les bébés étaient tous des anges  ?

© Mr Tan et Diane Le Feyer d'après l'oeuvre créée par Mr Tan et Miss Prickly",978-1027604365,https://m.media-amazon.com/images/I/71umoGL6TCL._SY522_.jpg,Bayard Jeunesse; Illustrated édition (23 mai 2018),Mr Tan
Ma soeur & mon beau-frère - Sellig & Co. - tome 01,13.63,"L'humoriste nous présente sa drôle de famille... pas si éloignée de la nôtre ! Sellig nous entraîne dans l'exploration de son quotidien (et du nôtre par la même occasion), riche en situations à la fois agaçantes et drôles. Accompagné de sa soeur, un Schwarzy en jupon, de son beau-frère Bernard, agent EDF complètement éteint, et de son neveu Jürgen, Sellig partage ses souvenirs de vacances, de déménagement, de réveillons, de sports d'hiver... Des aventures qui font, depuis trente ans, toute la saveur de la saga humoristique de Sellig.",978-2818999318,https://m.media-amazon.com/images/I/718YTo0uuNL._SY522_.jpg,Bamboo; Illustrated édition (29 mai 2024),Erroc
Solo Leveling T13 + Solo Leveling Roman T01,29.9,"Lorsque d'étranges portails sont apparus aux quatre coins du monde, l'humanité a dû trouver une parade pour ne pas finir massacrée par les griffes des monstres des monstres qui en sortent. Dans le même temps, certaines personnes ont développé des capacités permettant de les chasser. Ces combattants intrépides n'hésitent pas à foncer au coeur des donjons pour combattre les créatures qu'ils abritent.",978-2382882672,https://m.media-amazon.com/images/I/71kmSUwTHlL._SY522_.jpg,Kbooks; Illustrated édition (29 mai 2024),DUBU(REDICE STUDIO)
"HISTOIRE INSPIRANTE POUR ENFANT, Les Aventures d'Eli: confiance en soi, créativité, persévérance, encourage l'empathie, le courage, la curiosité et ... parent-enfant / 6-8 ans lecture seul.e",15.2,"""Offrez à votre enfant une aventure extraordinaire avec Les Aventures d'Eli !
Ce livre inspirant encourage la créativité, la persévérance et l'empathie, tout en montrant aux petits lecteurs que leurs talents peuvent changer le monde. Une histoire captivante qui éveillera la curiosité et les valeurs positives de votre enfant, faisant de chaque page une source d'inspiration pour grandir avec courage et générosité.""
Mathilda
Plongez votre enfant dans une histoire nourrissant l'imagination avec des leçons de vie précieuses.",979-8875703294,https://m.media-amazon.com/images/I/61JHn6kzA6L._SY522_.jpg,Independently published (10 janvier 2024),Mathilda PB
Invincible - Intégrale T12,29.95,Le récit final des aventures de Mark Grayson - alias Invincible - et d'Atom Eve s'étend d'un bout à l'autre de l'univers de la série. Chacune des histoires développées depuis plus de 15 ans mène à ce moment : la fin de toutes choses...,978-2413048695,https://m.media-amazon.com/images/I/81Ov93PXoNL._SY522_.jpg,Delcourt (29 mai 2024),Ryan Ottley
Solo Leveling T12,12.02,"Lorsque d'étranges portails sont apparus aux quatre coins du monde, l'humanité a dû trouver une parade pour ne pas finir massacrée par les griffes des monstres des monstres qui en sortent. Dans le même temps, certaines personnes ont développé des capacités permettant de les chasser. Ces combattants intrépides n'hésitent pas à foncer au coeur des donjons pour combattre les créatures qu'ils abritent.",978-2382882542,https://m.media-amazon.com/images/I/7160CtzNFVL._SY522_.jpg,Kbooks; Illustrated édition (10 janvier 2024),DUBU(REDICE STUDIO)
Le coffre aux bisous: Une aventure féérique au royaume des merveilles pour les enfants de 3 à 6 ans,14.84,"Louni le lutin câlin invite les petits explorateurs âgés de 3 à 6 ans à la recherche du coffre aux bisous. C'est une quête fascinante et interactive au cœur du royaume des merveilles. Dans cette histoire haute en couleurs, les jeunes lecteurs partiront à la rencontre de personnages attachants et uniques comme Lolo le crocodile le plus sympathique des marais, Timy le ouistiti espiègle et Jonathan l'éléphant aux démangeaisons incessantes.
Cette quête extraordinaire conduite par notre lutin au grand cœur mènera les enfants à relever des défis, à aider de nouveaux amis et à traverser des moments magiques et inoubliables.
Ce récit interactif et joyeux, plein de rires et de rebondissements, est une véritable invitation à l'imaginaire. Ce livre pour enfants est idéal pour développer la créativité, l'empathie et le sens du rire. Embarquez, petits et grands, dans cette aventure féerique et laissez-vous transporter jusqu'au pays des doux rêves et des tendres bisous !",979-8854389266,https://m.media-amazon.com/images/I/51voUk4vJ4L._SY522_.jpg,Independently published (31 juillet 2023),Thomas Boxus
Lightfall: Le Temps des Ténèbres (3),17.96,"Les lumières se sont éteintes sur Irpa. Alors que les rescapés de la bataille de Rinn entament une longue marche pour trouver refuge à Baihle, Béa et Cad font route vers la Citadelle des Savoirs, accompagnés du Cochon-Sorcier et de leur ami arsaï. Les menaces se multiplient au fil du voyage, qu'elles proviennent des ombres ou de cette boue hostile qu'on appelle la Fange. Mais la rencontre avec une alliée inattendue va lever le voile sur un secret immémorial... et apporter une nouvelle lueur d'espoir.",978-2075194549,https://m.media-amazon.com/images/I/71VqD4dmhfL._SY522_.jpg,GALLIMARD BD; Illustrated édition (24 avril 2024),Tim Probert
"HISTOIRE INSPIRANTE POUR ENFANT, Les Aventures d'Eli: confiance en soi, créativité, persévérance, encourage l'empathie, le courage, la curiosité et ... parent-enfant / 6-8 ans lecture seul.e",18.83,"""Offrez à votre enfant une aventure extraordinaire avec Les Aventures d'Eli !
Ce livre inspirant encourage la créativité, la persévérance et l'empathie, tout en montrant aux petits lecteurs que leurs talents peuvent changer le monde. Une histoire captivante qui éveillera la curiosité et les valeurs positives de votre enfant, faisant de chaque page une source d'inspiration pour grandir avec courage et générosité.""
Mathilda
Plongez votre enfant dans une histoire nourrissant l'imagination avec des leçons de vie précieuses.",979-8875703294,https://m.media-amazon.com/images/I/61JHn6kzA6L._SY522_.jpg,Independently published (10 janvier 2024),Mathilda PB
"Sherlock Holmes et Moriarty, associés - La BD dont vous êtes le héros",20.0,"Sherlock Holmes est engagé par le comte de Morcar pour l'escorter lors de son voyage en train. L'implacable logique du détective sera bientôt mise à rude épreuve : diamants volés, mort mystérieuse et enlèvement d'une princesse. Heureusement, il est accompagné par son fidèle acolyte, le docteur Watson. Mais son ennemi de toujours, Moriarty, est aussi du voyage...",978-2917371688,https://m.media-amazon.com/images/I/81AVPztG7GL._SY522_.jpg,Makaka; Illustrated édition (26 novembre 2014),Boutanox
"Sherlock Holmes et Moriarty, associés - La BD dont vous êtes le héros",20.0,"Sherlock Holmes est engagé par le comte de Morcar pour l'escorter lors de son voyage en train. L'implacable logique du détective sera bientôt mise à rude épreuve : diamants volés, mort mystérieuse et enlèvement d'une princesse. Heureusement, il est accompagné par son fidèle acolyte, le docteur Watson. Mais son ennemi de toujours, Moriarty, est aussi du voyage...",978-2917371688,https://m.media-amazon.com/images/I/81AVPztG7GL._SY522_.jpg,Makaka; Illustrated édition (26 novembre 2014),Boutanox
"BD Mortelle Adèle, Tome 13: Big bisous baveux",11.5,© Mr Tan et Diane Le Feyer d'après l'oeuvre créée par Mr Tan et Miss Prickly,978-1027603603,https://m.media-amazon.com/images/I/71Kp5fvbIIL._SY522_.jpg,Bayard Jeunesse; Illustrated édition (25 octobre 2017),Mr Tan
La Vie secrète des arbres en BD,7.45,"Peter Wohlleben est le forestier le plus célèbre du monde, auteur du best-seller La Vie secrète des arbres, traduit dans plus de quarante langues. Ce livre est son histoire.
Avec un formidable talent de conteur, il nous plonge dans l'intimité des arbres, jusqu'à leurs racines. Au fil des pages, il nous entraîne à la découverte de l'extraordinaire fonctionnement de la forêt : comment les arbres interagissent, communiquent, se déplacent et se défendent.
La Vie secrète des arbres nous donne accès à un monde merveilleux mais fragile.
Protéger les arbres, c'est protéger l'humanité tout entière.",979-1037507273,https://m.media-amazon.com/images/I/71pDiyLZTAL._SY522_.jpg,Les Arènes BD; Illustrated édition (28 septembre 2023),Peter Wohlleben
Solo Leveling T14,14.95,"Lorsque d'étranges portails sont apparus aux quatre coins du monde, l'humanité a dû trouver une parade pour ne pas finir massacrée par les griffes des monstres des monstres qui en sortent. Dans le même temps, certaines personnes ont développé des capacités permettant de les chasser. Ces combattants intrépides n'hésitent pas à foncer au coeur des donjons pour combattre les créatures qu'ils abritent.",978-2382882917,https://m.media-amazon.com/images/I/71JGcnah6TL._SY522_.jpg,Kbooks (21 août 2024),DUBU(REDICE STUDIO)
LES GUERRES DE LUCAS,17.42,"Scrupuleusement fidèle à la réalité historique, méticuleusement documenté, Les Guerres de Lucas met en scène l’invraisemblable épopée de George Lucas, enfant rebelle passé à côté de la mort, prodige du nouvel Hollywood et visionnaire indomptable.

Une exploration inédite des coulisses de Star Wars, de l’enfer du casting au tournage cauchemardesque, où querelles entre acteurs, histoire d’amour secrète et désastres en pagaille jalonnent le quotidien. Un bourbier gigantesque dont sortira pourtant une œuvre majeure qui changera à jamais le cinéma.

Les Guerres de Lucas est une plongée en apnée dans les affres de la création, intense et poignante, mais drôle malgré tout.",978-2493184993,https://m.media-amazon.com/images/I/61rBTv-QkZL._SY522_.jpg,Editions Deman; Illustrated édition (4 octobre 2023),Laurent Hopman
Les Cahiers d'Esther - Tome 9 Histoires de mes 18 ans,17.9,"Le dernier tome de la série culte !
Esther est en terminale, ça y est !
C'est l'année du bac (cette horreur), des choix d'orientation qu'on ne veut pas faire, de Parcoursup, cette bénédiction (rires), des illusions qui se brisent, de l'enfance qui s'évapore, et des Cahiers d'Esther qui s'arrêtent... Mais c'est aussi l'année des 18 ans, de la liberté de pouvoir enfin faire ce qu'on veut ! Tout ce qu'on veut ! Et peut-être aussi l'année de la fin du célibat éternel, qui sait ?

D'où venons, où allons-nous, et surtout ça sert à quoi la vie en vrai ? Y a-t-il seulement une réponse à cette question qu'en pensez-vous vous avez 4 heures MDR... Esther philosophe et a un peu le vertige au moment du grand envol, mais ça va bien se passer, hein, on y croit...",978-2370734952,https://m.media-amazon.com/images/I/61SwJEb82CL._SY522_.jpg,Allary (6 juin 2024),Riad Sattouf
La Naissance en bandes dessinées - Tome I - Découvrez vos super pouvoirs !,29.0,"e premier livre sur la naissance en bandes dessinées – pour mieux connaître son corps, afin d’accoucher plus naturellement ET en toute sérénité.

Ce livre est inutile : ce qu’il explique, les femmes le savent déjà. Mais elles ne savent pas qu’elles savent.
Leur cerveau conscient, intelligent, leur néocortex surdéveloppé d’être humain, rempli de peurs depuis des siècles, les poussent à accepter une surmédicalisation de la naissance. Considérées comme le « sexe faible », elles ont fini par croire qu’accoucher était forcément douloureux, dangereux, violent… et qu’elles en étaient incapables sans médecins.
Or, à force d’interventions extérieures, on finit par inhiber le cerveau reptilien, celui qui sait pourtant faire depuis des millénaires.
Ce livre explique la physiologie. Il raconte ce qui se passe lorsque les femmes accouchent sans peurs et sans gestes parasites.
Rendre aux femmes la connaissance intime du fonctionnement de leur corps, c’est leur rendre le pouvoir. Nous rendre notre pouvoir. Celui de se sentir fortes et compétentes pour donner la vie.
En y réfléchissant, mon néocortex me dit que ce livre n’est peut-être pas si inutile que ça, finalement.",978-2845942486,https://m.media-amazon.com/images/I/81yj6qvoOwL._SY522_.jpg,Mamaéditions; Illustrated édition (28 janvier 2020),Lucile Gomez
"BD Mortelle Adèle, Tome 17: Karmastrophique",11.5,"Mortelle Adèle est bien décidée à améliorer sa réputation ! Mais comment s'y prendre quand on est la reine des bêtises et qu'on n'a jamais fait une seule bonne action ? Adèle se lance ce nouveau défi, mais avec son mauvais karma, les catastrophes ne sont peut-être pas très loin... Attention, le résultat pourrait bien être KARMASTROPHIQUE !!!

© Mr Tan et Diane Le Feyer d'après l'oeuvre créée par Mr Tan et Miss Prickly",979-1027608614,https://m.media-amazon.com/images/I/71mHPCslzWL._SY522_.jpg,Bayard Jeunesse; Illustrated édition (10 juin 2020),Mr Tan
Michel Vaillant - Saison 2 - Tome 13 - Rédemption,13.43,"Indycar Grand Prix, Floride. Elsa Tainmont, la pilote canadienne de la Team Vaillante, remplace Michel qui a abandonné la compétition pour accompagner Françoise, atteinte d'un cancer. Mais l'affaire « Sénateur Warson » va tout changer... Car Steve va reprendre le volant d'une Vaillante pour les célèbres 500 miles ! Un stratagème du FBI, qui veut obliger la tueuse qui le traque à sortir de l'ombre, d'autant que Michel et Elsa seront eux aussi de la course. Warson l'ignore, mais une terrible révélation l'attend... Un Michel Vaillant déjà historique !",978-2390601869,https://m.media-amazon.com/images/I/71QE0bk19FL._SY522_.jpg,GRATON; Illustrated édition (17 mai 2024),Lapière Denis
"Sherlock Holmes et Moriarty, associés - La BD dont vous êtes le héros",20.0,"Sherlock Holmes est engagé par le comte de Morcar pour l'escorter lors de son voyage en train. L'implacable logique du détective sera bientôt mise à rude épreuve : diamants volés, mort mystérieuse et enlèvement d'une princesse. Heureusement, il est accompagné par son fidèle acolyte, le docteur Watson. Mais son ennemi de toujours, Moriarty, est aussi du voyage...",978-2917371688,https://m.media-amazon.com/images/I/81AVPztG7GL._SY522_.jpg,Makaka; Illustrated édition (26 novembre 2014),Boutanox
"Sherlock Holmes et Moriarty, associés - La BD dont vous êtes le héros",20.0,"Sherlock Holmes est engagé par le comte de Morcar pour l'escorter lors de son voyage en train. L'implacable logique du détective sera bientôt mise à rude épreuve : diamants volés, mort mystérieuse et enlèvement d'une princesse. Heureusement, il est accompagné par son fidèle acolyte, le docteur Watson. Mais son ennemi de toujours, Moriarty, est aussi du voyage...",978-2917371688,https://m.media-amazon.com/images/I/81AVPztG7GL._SY522_.jpg,Makaka; Illustrated édition (26 novembre 2014),Boutanox
Une aventure Classic de Tanguy & Laverdure - Tome 6 - Traque au Canada,18.78,"1962, quelque part au-dessus du Canada, Tanguy et Laverdure ont sauté d'un avion civil à la poursuite d'un pilote canadien félon prêt à tout. Arrivés au sol, leur traque va les mener à une scierie dont les bûcherons n'abattent pas que des arbres. Après ""Le Mystère du Sabre jaune"", cet album plein d'action et de péripéties aériennes clôt ce diptyque dans les décors sauvages du Canada, avec toujours un scénario au cordeau de Patrice Buendia et un dessin virtuose de Matthieu Durand, dignes héritiers de Jean-Michel Charlier et Albert Uderzo.",978-2205208757,https://m.media-amazon.com/images/I/71Ic0Maj0WL._SY522_.jpg,DARGAUD ZEPHYR (17 mai 2024),Buendia Patrice
Habemus Bastard - Tome 1 - L être nécessaire,8.23,"Un homme de main n'a pas droit à l'erreur. Lucien le sait, son patron ne lui pardonnera pas. Il aurait pu faire n'importe quoi pour sauver sa peau : prendre un avion pour l'étranger et tenter de se faire oublier, s'engager dans la Légion ou même changer de tête. Mais il a trouvé mieux : une soutane. Sylvain Vallée (Il était une fois en France, Katanga, Tananarive) et Jacky Schwartzmann (Demain c'est loin, Kasso, Shit !) associent leurs talents pour ce polar décapant, drôle et délicieusement iconoclaste.",978-2205089943,https://m.media-amazon.com/images/I/811v-K2dz+L._SY522_.jpg,DARGAUD; Illustrated édition (3 mai 2024),Vallée Sylvain
Le guide du zizi sexuel Nouvelle Edition,10.95,"Une nouvelle édition actualisée, augmentée de contenus inédits.
Des premiers émois à la puberté en passant par la conception des bébés, Le Guide du zizi sexuel répond aux questions que se posent les enfants dès 9 ans sur l'amour et la sexualité. Consentement, identité, diversité, chapitres illustrés inédits et textes revus et augmentés : cette nouvelle édition aborde les sujets essentiels d’aujourd’hui.
C’est quoi sortir avec quelqu’un ? Est-ce qu’on est obligé de faire l’amour ? À quoi ça sert, les règles ? C’est quoi, un préservatif ? Comment ça marche, la contraception ? Destiné aux préados, cet ouvrage est aussi une passerelle entre les interrogations des enfants et les explications que cherchent les parents. Avec humour et sans tabou, le guide culte qui a déjà séduit plus d’1 million et demi de lecteurs, crée le dialogue, pose les bonnes questions et donne toutes les réponses !",978-2344044322,https://m.media-amazon.com/images/I/81HVr5a8W2L._SY522_.jpg,Glénat Jeunesse; Illustrated - New édition (14 octobre 2020),Hélène Bruller
