Nom,Prix,Description,Isbn,Photo,Editeur,Auteur
Karneval T28,12.86,"Un gamin errant, un voleur... et à leurs trousses l'organisation d'espions la plus dangereuse du pays !
Nai est parvenu à s'arracher des griffes de Kafka grâce à l'aide d'Eliška, qui s'est enfuie avec lui. Malheureusement, l'organisation est déjà à leurs trousses ! La jeune fille décide alors de faire diversion pendant que son ami cherche de l'aide. Hélas, Keshiki n'est pas dupe : il ne tarde pas à la capturer, avant de lui asséner un coup mortel...

De leur côté, les agents du premier vaisseau de Circus se dirigent vers le territoire de Riguema, d'où provient le signal du bracelet de Hirato. Parviendront-ils à retrouver à temps leurs deux collègues prisonniers d'une salle remplie de vargas ?

Plongez au cœur du monde de",979-1032712825,https://m.media-amazon.com/images/I/71fxDYKQs9L._SY522_.jpg,Ki-oon; Illustrated édition (19 janvier 2023),Touya Mikanagi
Karneval T18 (18),7.95,"Un gamin errant, un voleur... et à leurs trousses l'organisation d'espions la plus dangereuse du pays !
Tandis que son équipe enquête sur la provenance d'échantillons contenant des cellules vargas, Yogi fait la rencontre d'une jeune fille dont la simple vue suffit à le bouleverser... Dans un état second, le fantassin disparaît sans laisser de traces !

Inquiets, ses compagnons ne tardent pas à découvrir la véritable identité de la demoiselle... Mais il est peut-être déjà trop tard : qui sait de quoi Yogi est capable, maintenant que la digue qui retenait ses souvenirs s'est rompue !",979-1032701607,https://m.media-amazon.com/images/I/71NywdCILfL._SY522_.jpg,Ki-oon; Illustrated édition (7 décembre 2017),Touya Mikanagi
Mon fils semble avoir été réincarné dans un autre monde T04,16.81,"Dis-moi comment faire pour retrouver mon fils, maintenant qu'il est parti dans un autre monde.
"" La seule chose que je veux t'entendre dire, c'est que Taïga est mort. Et tu vas le faire devant ce qu'il reste de lui. ""

Mio est terrifiée par l'apparition soudaine de son mari. Elle retourne auprès de Dobara, mais une dernière confrontation, laide et violente, approche à grands pas. Est-ce la fin pour tous les deux ?!

Une aventure humaine drôle et touchante d'une mère déterminée, qui refuse de faire le deuil de son fils disparu.

Série terminée en 5 tomes",979-1035505332,https://m.media-amazon.com/images/I/610xKAeu+YL._SY522_.jpg,Mana Books; Illustrated édition (15 février 2024),Kanemoto
Corps solitaires - Tome 10,6.12,"Michi Yoshino a 32 ans. Sa relation avec son mari, n'est pas mauvaise, mais une seule chose fait défaut : le sexe. Kaede est retournée au domicile conjugal, et Makoto coule de nouveau des jours tranquilles. Mais, après s'être rendu compte que c'était son manque de franchise qui avait fait du mal à sa femme, Makoto lui avoue qu'il n'arrive toujours pas à éprouver du désir pour elle. Tous deux se promettent de discuter de la question jusqu'à ce que l'un et l'autre trouvent une solution satisfaisante.",978-2505125266,https://m.media-amazon.com/images/I/819kGD1JgZL._SY522_.jpg,KANA; Illustrated édition (5 avril 2024),Haru Haruno
Perfect World - Tome 11 (VF) (11),18.93,"Ces souhaits et espoirs qui nous ont été confiés, à nous de les porter...

Malgré les échecs successifs des tentatives de P.M.A.,Itsuki et Tsugumi ont décidé de ne pas abandonner. Pour avoir un enfant, il leur reste une solution : l'adoption. Mais tandis qu'ils entament des démarches contraignantes, la jeune femme se voit offrir une opportunité d'évolution dans sa carrière... Devra-t-elle renoncer à certains rêves pour en voir d'autres se réaliser ?",978-2369748830,https://m.media-amazon.com/images/I/71Ik5wbJwDL._SY522_.jpg,Akata; Illustrated édition (10 décembre 2020),Rie Aruga
Karneval T25 (25),7.95,"Un gamin errant, un voleur... et à leurs trousses l'organisation d'espions la plus dangereuse du pays !
Lors de l'autopsie de Bellanautica Eygon, une varga repentie, les scientifiques de la tour de recherche ont découvert dans ses entrailles une bien étrange créature... D'après les révélations posthumes de la jeune femme, ce serait l'animal de compagnie d'un membre haut placé de Kafka !

Les agents de Circus décident de cacher une balise sur la bestiole avant de la relâcher, pour qu'elle les mène à son propriétaire. Pendant ce temps, Hirato et Yogi sont en mission dans la région de Gaghata afin d'en apprendre davantage sur le mystérieux peuple alongua, tandis qu'à Karasna, Gareki reçoit la visite aussi soudaine qu'inattendue de Nai, qui lui pose alors une drôle d'énigme...",979-1032708057,https://m.media-amazon.com/images/I/71tjdj90FkS._SY522_.jpg,Ki-oon; Illustrated édition (17 juin 2021),Touya Mikanagi
Karneval T24 (24),16.5,"Un gamin errant, un voleur... et à leurs trousses l'organisation d'espions la plus dangereuse du pays !
Alors qu'il atterrit une nouvelle fois dans la forêt irisée, Nai croise la route de Keshiki... qui lui tend un piège ! Heureusement, le Karoku à la cicatrice intervient juste à temps pour sauver le garçon et l'emmener dans son repaire.

Quand les soldats de la garde rapprochée de Tokitatsu arrivent enfin sur les lieux, ils ne trouvent qu'un mystérieux membre de Kafka. Ils ne sont hélas pas de taille pour le vaincre, mais avant que l'homme s'enfuie, ils parviennent à filmer son visage ! L'identifier permettra sûrement d'accélérer l'enquête...",979-1032706824,https://m.media-amazon.com/images/I/71zxNLKzeRL._SY522_.jpg,Ki-oon; Illustrated édition (3 décembre 2020),Touya Mikanagi
Karneval T22 (22),17.2,"Un gamin errant, un voleur... et à leurs trousses l'organisation d'espions la plus dangereuse du pays !
Alors qu'ils sont en route pour la tour de recherche, les fantassins de Circus apprennent une terrible nouvelle... Leurs collègues du troisième vaisseau ont tous péri à la suite d'une attaque éclair ennemie !

Les équipes de Hirato et de Tsukitachi sont immédiatement déployées sur le terrain pour enquêter, tandis que Gareki, Karoku et Nai sont mis à l'abri. Mais le lendemain matin, les amis de ce dernier découvrent qu'il a disparu sans laisser de traces... Où a-t-il bien pu partir ?",979-1032705117,https://m.media-amazon.com/images/I/71hk7r9EfIL._SY522_.jpg,Ki-oon; Illustrated édition (21 novembre 2019),Touya Mikanagi
The Blue Flowers and The Ceramic Forest T02,8.2,"Aoko et Tatsuki mettent leurs désaccords de côté pour créer des soliflores à l'occasion du festival du printemps. C'est l'opportunité pour eux de reconnaître les qualités de leur travail respectif et d'améliorer leur relation. C'est alors que surgit un morceau du passé de Tatsuki, ce qui pourrait leur donner l'occasion de se rapprocher... 
Une histoire d'amour et de poterie par Yuki Kodama.",978-2382814093,https://m.media-amazon.com/images/I/81tIqF+bAzL._SY522_.jpg,Mangetsu; Illustrated édition (14 février 2024),Yuki Kodama
Mon petit ami Genderless - Tome 5 (VF),7.65,"Dans Mon petit ami genderless, suivez le quotidien lumineux d'un couple particulièrement moderne. Sous le trait de Tamekou, laissez-vous attendrir par ce manga bourré d'énergie positive.
La carrière musicale de Meguru et Sasame est à peine lancée qu'ils fêtent déjà leur première apparition dans une série télé ! Suite à cette expérience enrichissante, les deux membres d'Unicorn Boys reprennent leurs activités, mais Meguru s'interroge sur son avenir dans le métier. Quand Wako est sollicitée pour une opportunité professionnelle alléchante, il pourrait bien prendre une décision radicale...",978-2385313821,https://m.media-amazon.com/images/I/619MpW8FUXL._SY522_.jpg,Akata; Illustrated édition (15 février 2024),Tamekou
Karneval T27 (27),7.46,"Un gamin errant, un voleur... et à leurs trousses l'organisation d'espions la plus dangereuse du pays !
Au terme d'un combat éprouvant, Hirato et Yogi sont non seulement parvenus à vaincre Munabia, mais aussi à détruire la source d'énergie de Kafka, ce qui a provoqué des attaques ennemies sur tout le territoire ! Devant la gravité de la situation, le gouvernement a décidé de révéler à la population l'existence des vargas...

De son côté, Circus a découvert un passage secret qui mène au QG de Kafka et s'apprête à lancer une mission d'infiltration... Quant à Nai, il voit sa vie soudain menacée par Uro, qui agit sur les ordres de Keshiki !",979-1032710340,https://m.media-amazon.com/images/I/71WKsZy+R1L._SY522_.jpg,Ki-oon; Illustrated édition (2 décembre 2021),Touya Mikanagi
Karneval T23 (23),9.99,"Un gamin errant, un voleur... et à leurs trousses l'organisation d'espions la plus dangereuse du pays !
Alors qu'il atterrit une nouvelle fois dans la forêt irisée, Nai croise la route de Keshiki... qui lui tend un piège ! Heureusement, le Karoku à la cicatrice intervient juste à temps pour sauver le garçon et l'emmener dans son repaire.

Quand les soldats de la garde rapprochée de Tokitatsu arrivent enfin sur les lieux, ils ne trouvent qu'un mystérieux membre de Kafka. Ils ne sont hélas pas de taille pour le vaincre, mais avant que l'homme s'enfuie, ils parviennent à filmer son visage ! L'identifier permettra sûrement d'accélérer l'enquête...",979-1032706350,https://m.media-amazon.com/images/I/71IBuF+XSVL._SY522_.jpg,Ki-oon; Illustrated édition (18 juin 2020),Touya Mikanagi
